,year_month,date,datetime,payment,total,tip,meal_name,type
1697,2024-09,2024-09-27,2024-09-27 09:29:45.646,card,28.12,2.17,Roast Chicken,Meat Dish
1698,2024-09,2024-09-27,2024-09-27 09:33:43.977,card,23.98,3.35,Beef Stir-Fry,Meat Dish
1699,2024-09,2024-09-27,2024-09-27 09:41:04.732,card,35.14,4.11,Pork Chops,Meat Dish
1700,2024-09,2024-09-27,2024-09-27 10:46:56.620,card,29.87,1.21,Roast Chicken,Meat Dish
1701,2024-09,2024-09-27,2024-09-27 11:35:00.282,card,28.14,3.63,Roast Chicken,Meat Dish
1702,2024-09,2024-09-27,2024-09-27 13:20:31.055,card,34.57,2.97,Pork Chops,Meat Dish
1703,2024-09,2024-09-27,2024-09-27 13:25:05.272,card,33.75,4.08,Pork Chops,Meat Dish
1704,2024-09,2024-09-27,2024-09-27 13:28:33.107,card,24.98,1.42,Grilled Salmon,Fish Dish
1705,2024-09,2024-09-27,2024-09-27 13:33:52.455,card,29.69,0.93,Roast Chicken,Meat Dish
1706,2024-09,2024-09-27,2024-09-27 18:07:43.705,card,35.34,3.97,Grilled Steak,Meat Dish
1707,2024-09,2024-09-27,2024-09-27 18:08:58.239,card,33.33,4.86,Grilled Steak,Meat Dish
1708,2024-09,2024-09-27,2024-09-27 18:37:45.891,card,35.01,3.63,Pork Chops,Meat Dish
1709,2024-09,2024-09-27,2024-09-27 18:40:53.757,card,34.81,4.39,Pork Chops,Meat Dish
1710,2024-09,2024-09-27,2024-09-27 20:18:13.287,card,33.96,4.65,Pork Chops,Meat Dish
1711,2024-09,2024-09-27,2024-09-27 20:19:14.319,card,35.27,2.79,Pork Chops,Meat Dish
1712,2024-09,2024-09-27,2024-09-27 20:58:14.967,card,29.35,2.14,Roast Chicken,Meat Dish
1713,2024-09,2024-09-28,2024-09-28 08:06:45.469,card,28.14,1.7,Roast Chicken,Meat Dish
1714,2024-09,2024-09-28,2024-09-28 09:31:14.759,card,28.21,2.99,Roast Chicken,Meat Dish
1715,2024-09,2024-09-28,2024-09-28 14:25:47.337,card,36.85,4.68,Grilled Steak,Meat Dish
1716,2024-09,2024-09-28,2024-09-28 16:57:20.118,card,36.46,3.7,Grilled Steak,Meat Dish
1717,2024-09,2024-09-28,2024-09-28 17:26:16.704,card,32.59,2.29,Roast Chicken,Meat Dish
1718,2024-09,2024-09-28,2024-09-28 20:34:31.110,card,37.93,1.58,Grilled Steak,Meat Dish
1719,2024-09,2024-09-28,2024-09-28 20:38:36.502,card,36.42,5.25,Grilled Steak,Meat Dish
1720,2024-09,2024-09-28,2024-09-28 22:16:36.777,card,38.51,0.28,Pork Chops,Meat Dish
1721,2024-09,2024-09-28,2024-09-28 22:17:29.587,card,36.92,1.88,Quinoa Salad,Vegetarian Dish
1722,2024-09,2024-09-28,2024-09-28 22:18:16.072,card,28.28,2.75,Beef Stir-Fry,Meat Dish
1723,2024-09,2024-09-28,2024-09-28 22:19:13.029,card,39.5,2.15,Vegetable Lasagna,Vegetarian Dish
1724,2024-09,2024-09-29,2024-09-29 10:48:45.050,card,26.3,2.06,Grilled Salmon,Fish Dish
1725,2024-09,2024-09-29,2024-09-29 10:50:05.258,card,36.54,2.61,Pork Chops,Meat Dish
1726,2024-09,2024-09-29,2024-09-29 10:51:03.253,card,37.42,5.15,Pork Chops,Meat Dish
1727,2024-09,2024-09-29,2024-09-29 10:52:23.021,card,38.36,3.42,Pork Chops,Meat Dish
1728,2024-09,2024-09-29,2024-09-29 10:53:42.331,card,31.62,4.53,Roast Chicken,Meat Dish
1729,2024-09,2024-09-29,2024-09-29 12:35:43.442,card,35.92,3.29,Grilled Steak,Meat Dish
1730,2024-09,2024-09-29,2024-09-29 12:50:58.444,card,26.02,4.3,Beef Stir-Fry,Meat Dish
1731,2024-09,2024-09-29,2024-09-29 12:54:15.385,card,36.17,1.37,Grilled Steak,Meat Dish
1732,2024-09,2024-09-29,2024-09-29 12:55:21.637,card,36.12,1.3,Grilled Steak,Meat Dish
1733,2024-09,2024-09-29,2024-09-29 18:02:27.296,card,37.34,3.94,Pork Chops,Meat Dish
1734,2024-09,2024-09-29,2024-09-29 22:31:02.815,card,39.59,4.87,Grilled Steak,Meat Dish
1735,2024-09,2024-09-30,2024-09-30 08:08:47.516,card,26.74,0.3,Beef Stir-Fry,Meat Dish
1736,2024-09,2024-09-30,2024-09-30 08:58:54.669,card,27.74,2.53,Beef Stir-Fry,Meat Dish
1737,2024-09,2024-09-30,2024-09-30 09:00:04.917,card,36.82,0.06,Vegetable Lasagna,Vegetarian Dish
1738,2024-09,2024-09-30,2024-09-30 10:01:09.168,card,31.27,5.37,Roast Chicken,Meat Dish
1739,2024-09,2024-09-30,2024-09-30 10:05:18.351,card,27.24,1.85,Beef Stir-Fry,Meat Dish
1740,2024-09,2024-09-30,2024-09-30 11:32:54.558,card,31.57,3.92,Roast Chicken,Meat Dish
1741,2024-09,2024-09-30,2024-09-30 16:45:44.460,card,31.32,4.79,Roast Chicken,Meat Dish
1742,2024-09,2024-09-30,2024-09-30 19:32:18.200,card,37.35,1.92,Grilled Steak,Meat Dish
1743,2024-09,2024-09-30,2024-09-30 19:53:14.092,card,31.4,1.81,Roast Chicken,Meat Dish
1744,2024-09,2024-09-30,2024-09-30 19:54:17.620,card,26.4,0.3,Beef Stir-Fry,Meat Dish
1745,2024-09,2024-09-30,2024-09-30 19:59:18.993,card,37.51,2.63,Grilled Steak,Meat Dish
1746,2024-09,2024-09-30,2024-09-30 20:00:42.135,card,33.04,2.51,Roast Chicken,Meat Dish
1747,2024-09,2024-09-30,2024-09-30 20:01:42.191,card,31.23,3.61,Roast Chicken,Meat Dish
1748,2024-09,2024-09-30,2024-09-30 21:41:07.527,card,31.2,5.55,Roast Chicken,Meat Dish
1749,2024-10,2024-10-01,2024-10-01 07:47:08.449,card,37.56,5.2,Grilled Steak,Meat Dish
1750,2024-10,2024-10-01,2024-10-01 09:48:30.777,card,32.68,1.29,Roast Chicken,Meat Dish
1751,2024-10,2024-10-01,2024-10-01 10:02:26.778,card,32.15,4.55,Roast Chicken,Meat Dish
1752,2024-10,2024-10-01,2024-10-01 10:03:47.115,card,31.31,4.34,Roast Chicken,Meat Dish
1753,2024-10,2024-10-01,2024-10-01 11:55:31.853,card,31.56,1.16,Roast Chicken,Meat Dish
1754,2024-10,2024-10-01,2024-10-01 12:12:48.446,card,32.39,4.71,Roast Chicken,Meat Dish
1755,2024-10,2024-10-01,2024-10-01 12:14:23.382,card,32.92,4.02,Roast Chicken,Meat Dish
1756,2024-10,2024-10-01,2024-10-01 14:17:34.957,card,26.2,1.62,Grilled Salmon,Fish Dish
1757,2024-10,2024-10-01,2024-10-01 14:18:52.558,card,32.02,0.76,Roast Chicken,Meat Dish
1758,2024-10,2024-10-01,2024-10-01 16:08:38.999,card,36.53,2.81,Vegetable Lasagna,Vegetarian Dish
1759,2024-10,2024-10-01,2024-10-01 16:41:54.481,card,27.27,2.8,Grilled Salmon,Fish Dish
1760,2024-10,2024-10-01,2024-10-01 18:08:26.545,card,36.77,5.34,Grilled Steak,Meat Dish
1761,2024-10,2024-10-01,2024-10-01 18:23:11.460,card,36.39,4.63,Grilled Steak,Meat Dish
1762,2024-10,2024-10-01,2024-10-01 18:24:14.252,card,38.12,6.36,Vegetable Lasagna,Vegetarian Dish
1763,2024-10,2024-10-01,2024-10-01 20:03:22.143,card,36.72,6.56,Vegetable Lasagna,Vegetarian Dish
1764,2024-10,2024-10-02,2024-10-02 07:57:18.793,card,36.42,4.78,Grilled Steak,Meat Dish
1765,2024-10,2024-10-02,2024-10-02 08:42:44.642,card,26.13,1.79,Beef Stir-Fry,Meat Dish
1766,2024-10,2024-10-02,2024-10-02 09:19:17.053,card,32.57,2.67,Roast Chicken,Meat Dish
1767,2024-10,2024-10-02,2024-10-02 10:22:01.523,card,37.19,1.97,Grilled Steak,Meat Dish
1768,2024-10,2024-10-02,2024-10-02 10:23:55.272,card,31.55,3.39,Roast Chicken,Meat Dish
1769,2024-10,2024-10-02,2024-10-02 11:28:53.893,card,37.54,4.19,Pork Chops,Meat Dish
1770,2024-10,2024-10-02,2024-10-02 15:13:42.142,card,37.96,2.47,Pork Chops,Meat Dish
1771,2024-10,2024-10-02,2024-10-02 18:31:07.153,card,37.03,1.93,Vegetable Lasagna,Vegetarian Dish
1772,2024-10,2024-10-02,2024-10-02 22:18:55.379,card,36.72,0.74,Vegetable Lasagna,Vegetarian Dish
1773,2024-10,2024-10-02,2024-10-02 22:19:40.694,card,37.5,1.17,Vegetable Lasagna,Vegetarian Dish
1774,2024-10,2024-10-02,2024-10-02 22:20:23.651,card,38.32,6.55,Vegetable Lasagna,Vegetarian Dish
1775,2024-10,2024-10-03,2024-10-03 13:47:35.922,card,36.08,3.98,Quinoa Salad,Vegetarian Dish
1776,2024-10,2024-10-03,2024-10-03 15:12:05.160,card,33.59,1.84,Roast Chicken,Meat Dish
1777,2024-10,2024-10-03,2024-10-03 20:12:57.761,card,27.65,0.13,Beef Stir-Fry,Meat Dish
1778,2024-10,2024-10-03,2024-10-03 20:14:04.781,card,36.26,3.86,Vegetable Lasagna,Vegetarian Dish
1779,2024-10,2024-10-03,2024-10-03 21:21:06.296,card,37.96,5.05,Vegetable Lasagna,Vegetarian Dish
1780,2024-10,2024-10-03,2024-10-03 21:21:46.778,card,38.77,9.11,Vegetable Lasagna,Vegetarian Dish
1781,2024-10,2024-10-03,2024-10-03 21:29:03.390,card,36.88,6.02,Pork Chops,Meat Dish
1782,2024-10,2024-10-03,2024-10-03 21:31:00.451,card,36.6,1.76,Vegetable Lasagna,Vegetarian Dish
1783,2024-10,2024-10-04,2024-10-04 08:44:00.873,card,26.98,2.93,Grilled Salmon,Fish Dish
1784,2024-10,2024-10-04,2024-10-04 08:45:38.952,card,26.92,0.94,Grilled Salmon,Fish Dish
1785,2024-10,2024-10-04,2024-10-04 09:30:22.038,card,31.64,0.72,Roast Chicken,Meat Dish
1786,2024-10,2024-10-04,2024-10-04 09:31:27.071,card,29.25,5.16,Grilled Salmon,Fish Dish
1787,2024-10,2024-10-04,2024-10-04 09:53:58.577,card,28.7,2.1,Beef Stir-Fry,Meat Dish
1788,2024-10,2024-10-04,2024-10-04 09:55:04.557,card,26.06,3.29,Beef Stir-Fry,Meat Dish
1789,2024-10,2024-10-04,2024-10-04 17:35:14.809,card,36.17,4.3,Grilled Steak,Meat Dish
1790,2024-10,2024-10-04,2024-10-04 17:42:22.181,card,36.86,5.76,Vegetable Lasagna,Vegetarian Dish
1791,2024-10,2024-10-04,2024-10-04 17:44:36.370,card,36.21,5.29,Quinoa Salad,Vegetarian Dish
1792,2024-10,2024-10-05,2024-10-05 09:00:46.861,card,27.23,2.52,Beef Stir-Fry,Meat Dish
1793,2024-10,2024-10-05,2024-10-05 09:01:42.669,card,26.61,0.64,Beef Stir-Fry,Meat Dish
1794,2024-10,2024-10-05,2024-10-05 09:35:44.903,card,35.96,5.0,Quinoa Salad,Vegetarian Dish
1795,2024-10,2024-10-05,2024-10-05 13:12:13.285,card,37.07,1.75,Pork Chops,Meat Dish
1796,2024-10,2024-10-05,2024-10-05 20:08:38.058,card,29.24,0.2,Grilled Salmon,Fish Dish
1797,2024-10,2024-10-05,2024-10-05 20:09:33.647,card,26.91,2.83,Grilled Salmon,Fish Dish
1798,2024-10,2024-10-06,2024-10-06 08:22:56.721,card,26.39,2.62,Beef Stir-Fry,Meat Dish
1799,2024-10,2024-10-06,2024-10-06 10:05:43.642,card,37.21,0.85,Pork Chops,Meat Dish
1800,2024-10,2024-10-06,2024-10-06 10:06:47.136,card,26.7,0.34,Beef Stir-Fry,Meat Dish
1801,2024-10,2024-10-06,2024-10-06 11:55:28.846,card,36.62,1.62,Grilled Steak,Meat Dish
1802,2024-10,2024-10-06,2024-10-06 12:09:03.852,card,37.05,3.24,Grilled Steak,Meat Dish
1803,2024-10,2024-10-06,2024-10-06 12:10:17.343,card,35.8,3.13,Pork Chops,Meat Dish
1804,2024-10,2024-10-06,2024-10-06 12:11:43.360,card,31.13,2.96,Roast Chicken,Meat Dish
1805,2024-10,2024-10-06,2024-10-06 13:46:03.675,card,27.29,1.37,Grilled Salmon,Fish Dish
1806,2024-10,2024-10-06,2024-10-06 13:47:01.953,card,39.19,5.51,Pork Chops,Meat Dish
1807,2024-10,2024-10-06,2024-10-06 13:50:00.140,card,31.23,4.56,Roast Chicken,Meat Dish
1808,2024-10,2024-10-06,2024-10-06 13:51:04.250,card,36.87,1.28,Grilled Steak,Meat Dish
1809,2024-10,2024-10-06,2024-10-06 13:51:56.283,card,36.68,2.4,Pork Chops,Meat Dish
1810,2024-10,2024-10-06,2024-10-06 16:31:33.588,card,36.61,4.75,Pork Chops,Meat Dish
1811,2024-10,2024-10-06,2024-10-06 16:35:45.625,card,21.42,1.56,Tuna Steak,Fish Dish
1812,2024-10,2024-10-06,2024-10-06 18:17:44.975,card,31.13,3.52,Roast Chicken,Meat Dish
1813,2024-10,2024-10-06,2024-10-06 18:35:16.468,card,36.92,2.54,Vegetable Lasagna,Vegetarian Dish
1814,2024-10,2024-10-06,2024-10-06 21:09:12.889,card,37.01,4.55,Vegetable Lasagna,Vegetarian Dish
1815,2024-10,2024-10-06,2024-10-06 21:10:00.476,card,36.62,2.88,Vegetable Lasagna,Vegetarian Dish
1816,2024-10,2024-10-06,2024-10-06 21:10:45.254,card,36.08,1.89,Vegetable Lasagna,Vegetarian Dish
1817,2024-10,2024-10-06,2024-10-06 21:16:48.876,card,37.59,1.97,Grilled Steak,Meat Dish
1818,2024-10,2024-10-07,2024-10-07 08:33:36.423,card,39.31,4.72,Grilled Steak,Meat Dish
1819,2024-10,2024-10-07,2024-10-07 08:49:36.477,card,36.49,1.51,Grilled Steak,Meat Dish
1820,2024-10,2024-10-07,2024-10-07 08:50:41.668,card,33.48,1.26,Roast Chicken,Meat Dish
1821,2024-10,2024-10-07,2024-10-07 09:05:28.091,card,36.89,5.56,Quinoa Salad,Vegetarian Dish
1822,2024-10,2024-10-07,2024-10-07 09:09:58.323,card,36.16,3.95,Grilled Steak,Meat Dish
1823,2024-10,2024-10-07,2024-10-07 12:17:56.717,card,32.02,4.28,Roast Chicken,Meat Dish
1824,2024-10,2024-10-07,2024-10-07 14:31:45.258,card,28.03,1.5,Grilled Salmon,Fish Dish
1825,2024-10,2024-10-07,2024-10-07 14:32:38.765,card,26.07,2.27,Grilled Salmon,Fish Dish
1826,2024-10,2024-10-07,2024-10-07 17:48:55.006,card,36.12,6.73,Grilled Steak,Meat Dish
1827,2024-10,2024-10-07,2024-10-07 21:14:42.130,card,36.4,4.84,Vegetable Lasagna,Vegetarian Dish
1828,2024-10,2024-10-07,2024-10-07 21:15:20.122,card,36.2,6.39,Vegetable Lasagna,Vegetarian Dish
1829,2024-10,2024-10-07,2024-10-07 21:40:48.515,card,36.76,6.8,Grilled Steak,Meat Dish
1830,2024-10,2024-10-08,2024-10-08 08:11:50.884,card,37.19,4.1,Grilled Steak,Meat Dish
1831,2024-10,2024-10-08,2024-10-08 09:05:14.027,card,31.11,2.05,Roast Chicken,Meat Dish
1832,2024-10,2024-10-08,2024-10-08 10:22:31.374,card,27.74,4.57,Grilled Salmon,Fish Dish
1833,2024-10,2024-10-08,2024-10-08 10:27:08.817,card,37.08,2.6,Grilled Steak,Meat Dish
1834,2024-10,2024-10-08,2024-10-08 11:30:10.253,card,38.26,3.69,Grilled Steak,Meat Dish
1835,2024-10,2024-10-08,2024-10-08 12:48:04.520,card,26.58,2.19,Grilled Salmon,Fish Dish
1836,2024-10,2024-10-08,2024-10-08 12:49:04.581,card,28.81,3.78,Grilled Salmon,Fish Dish
1837,2024-10,2024-10-08,2024-10-08 13:04:00.905,card,35.97,2.42,Grilled Steak,Meat Dish
1838,2024-10,2024-10-08,2024-10-08 13:04:59.444,card,36.03,4.77,Grilled Steak,Meat Dish
1839,2024-10,2024-10-08,2024-10-08 14:42:52.425,card,37.89,5.97,Grilled Steak,Meat Dish
1840,2024-10,2024-10-08,2024-10-08 15:13:41.150,card,36.51,4.48,Grilled Steak,Meat Dish
1841,2024-10,2024-10-08,2024-10-08 15:19:52.103,card,26.97,3.03,Grilled Salmon,Fish Dish
1842,2024-10,2024-10-08,2024-10-08 15:50:43.122,card,32.37,3.51,Roast Chicken,Meat Dish
1843,2024-10,2024-10-08,2024-10-08 20:40:40.459,card,36.94,4.25,Vegetable Lasagna,Vegetarian Dish
1844,2024-10,2024-10-08,2024-10-08 20:41:33.464,card,36.89,1.02,Pork Chops,Meat Dish
1845,2024-10,2024-10-08,2024-10-08 20:51:08.722,card,36.92,4.17,Grilled Steak,Meat Dish
1846,2024-10,2024-10-08,2024-10-08 21:24:32.037,card,32.44,0.9,Roast Chicken,Meat Dish
1847,2024-10,2024-10-08,2024-10-08 21:25:32.000,card,32.74,1.52,Roast Chicken,Meat Dish
1848,2024-10,2024-10-09,2024-10-09 07:54:42.599,card,38.89,5.33,Grilled Steak,Meat Dish
1849,2024-10,2024-10-09,2024-10-09 08:25:57.509,card,31.55,2.8,Roast Chicken,Meat Dish
1850,2024-10,2024-10-09,2024-10-09 09:43:21.029,card,34.07,1.17,Roast Chicken,Meat Dish
1851,2024-10,2024-10-09,2024-10-09 09:59:39.971,card,36.04,2.45,Grilled Steak,Meat Dish
1852,2024-10,2024-10-09,2024-10-09 10:37:56.926,card,24.16,2.74,Tuna Steak,Fish Dish
1853,2024-10,2024-10-09,2024-10-09 11:18:02.138,card,26.95,3.22,Grilled Salmon,Fish Dish
1854,2024-10,2024-10-09,2024-10-09 13:03:08.514,card,36.92,5.71,Grilled Steak,Meat Dish
1855,2024-10,2024-10-09,2024-10-09 13:52:34.736,card,32.17,2.04,Roast Chicken,Meat Dish
1856,2024-10,2024-10-09,2024-10-09 17:26:44.371,card,37.99,5.43,Pork Chops,Meat Dish
1857,2024-10,2024-10-09,2024-10-09 17:27:48.880,card,26.82,1.65,Grilled Salmon,Fish Dish
1858,2024-10,2024-10-09,2024-10-09 17:49:59.552,card,21.25,2.39,Tuna Steak,Fish Dish
1859,2024-10,2024-10-09,2024-10-09 20:49:12.500,card,36.7,3.55,Pork Chops,Meat Dish
1860,2024-10,2024-10-10,2024-10-10 08:48:06.900,card,28.31,3.5,Grilled Salmon,Fish Dish
1861,2024-10,2024-10-10,2024-10-10 09:23:20.118,card,31.82,1.53,Roast Chicken,Meat Dish
1862,2024-10,2024-10-10,2024-10-10 09:51:44.211,card,36.84,2.5,Vegetable Lasagna,Vegetarian Dish
1863,2024-10,2024-10-10,2024-10-10 10:05:09.494,card,37.26,0.78,Grilled Steak,Meat Dish
1864,2024-10,2024-10-10,2024-10-10 10:42:43.045,card,27.97,0.02,Beef Stir-Fry,Meat Dish
1865,2024-10,2024-10-10,2024-10-10 10:43:30.026,card,26.68,2.24,Beef Stir-Fry,Meat Dish
1866,2024-10,2024-10-10,2024-10-10 10:55:32.616,card,38.93,4.66,Grilled Steak,Meat Dish
1867,2024-10,2024-10-10,2024-10-10 11:04:19.349,card,36.72,2.87,Grilled Steak,Meat Dish
1868,2024-10,2024-10-10,2024-10-10 15:05:42.898,card,36.93,2.56,Pork Chops,Meat Dish
1869,2024-10,2024-10-10,2024-10-10 17:40:44.384,card,37.34,2.73,Grilled Steak,Meat Dish
1870,2024-10,2024-10-10,2024-10-10 18:18:32.711,card,27.86,4.93,Grilled Salmon,Fish Dish
1871,2024-10,2024-10-10,2024-10-10 18:56:30.698,card,30.95,3.33,Roast Chicken,Meat Dish
1872,2024-10,2024-10-10,2024-10-10 18:57:35.249,card,36.69,6.82,Grilled Steak,Meat Dish
1873,2024-10,2024-10-10,2024-10-10 22:33:16.976,card,35.91,1.22,Vegetable Lasagna,Vegetarian Dish
1874,2024-10,2024-10-10,2024-10-10 22:33:59.729,card,38.05,0.9,Vegetable Lasagna,Vegetarian Dish
1875,2024-10,2024-10-11,2024-10-11 07:54:51.580,card,31.57,5.78,Roast Chicken,Meat Dish
1876,2024-10,2024-10-11,2024-10-11 08:00:50.938,card,39.85,4.75,Grilled Steak,Meat Dish
1877,2024-10,2024-10-11,2024-10-11 08:12:20.254,card,27.48,1.99,Beef Stir-Fry,Meat Dish
1878,2024-10,2024-10-11,2024-10-11 08:28:18.876,card,39.05,6.22,Grilled Steak,Meat Dish
1879,2024-10,2024-10-11,2024-10-11 08:29:22.390,card,37.25,3.33,Quinoa Salad,Vegetarian Dish
1880,2024-10,2024-10-11,2024-10-11 08:55:43.787,card,36.64,0.82,Quinoa Salad,Vegetarian Dish
1881,2024-10,2024-10-11,2024-10-11 08:56:58.778,card,31.19,0.35,Roast Chicken,Meat Dish
1882,2024-10,2024-10-11,2024-10-11 08:58:09.102,card,37.24,3.7,Vegetable Lasagna,Vegetarian Dish
1883,2024-10,2024-10-11,2024-10-11 09:31:42.338,card,31.68,3.89,Roast Chicken,Meat Dish
1884,2024-10,2024-10-11,2024-10-11 09:38:46.927,card,28.47,4.22,Beef Stir-Fry,Meat Dish
1885,2024-10,2024-10-11,2024-10-11 10:00:40.375,card,26.44,3.45,Grilled Salmon,Fish Dish
1886,2024-10,2024-10-11,2024-10-11 10:01:54.873,card,26.63,3.4,Grilled Salmon,Fish Dish
1887,2024-10,2024-10-11,2024-10-11 10:30:35.971,card,32.96,3.08,Roast Chicken,Meat Dish
1888,2024-10,2024-10-11,2024-10-11 13:05:01.403,card,36.26,3.47,Grilled Steak,Meat Dish
1889,2024-10,2024-10-11,2024-10-11 13:29:02.457,card,26.4,2.74,Grilled Salmon,Fish Dish
1890,2024-10,2024-10-11,2024-10-11 13:30:09.021,card,26.47,2.34,Grilled Salmon,Fish Dish
1891,2024-10,2024-10-11,2024-10-11 14:33:40.535,card,37.69,4.19,Quinoa Salad,Vegetarian Dish
1892,2024-10,2024-10-11,2024-10-11 14:35:29.312,card,26.29,2.72,Grilled Salmon,Fish Dish
1893,2024-10,2024-10-11,2024-10-11 14:50:08.761,card,37.55,3.1,Pork Chops,Meat Dish
1894,2024-10,2024-10-11,2024-10-11 17:12:07.333,card,36.05,1.73,Grilled Steak,Meat Dish
1895,2024-10,2024-10-11,2024-10-11 17:13:21.597,card,36.84,2.61,Vegetable Lasagna,Vegetarian Dish
1896,2024-10,2024-10-11,2024-10-11 17:26:11.166,card,36.89,3.95,Vegetable Lasagna,Vegetarian Dish
1897,2024-10,2024-10-11,2024-10-11 21:48:37.720,card,37.09,2.68,Grilled Steak,Meat Dish
1898,2024-10,2024-10-11,2024-10-11 21:53:53.607,card,32.38,0.33,Roast Chicken,Meat Dish
1899,2024-10,2024-10-11,2024-10-11 22:36:27.633,card,37.08,1.89,Vegetable Lasagna,Vegetarian Dish
1900,2024-10,2024-10-11,2024-10-11 22:37:26.701,card,36.67,2.62,Vegetable Lasagna,Vegetarian Dish
1901,2024-10,2024-10-12,2024-10-12 08:28:15.518,card,27.05,1.53,Beef Stir-Fry,Meat Dish
1902,2024-10,2024-10-12,2024-10-12 10:31:38.899,card,28.55,5.45,Beef Stir-Fry,Meat Dish
1903,2024-10,2024-10-12,2024-10-12 10:32:55.522,card,28.77,1.33,Beef Stir-Fry,Meat Dish
1904,2024-10,2024-10-12,2024-10-12 11:52:15.499,card,38.48,3.09,Grilled Steak,Meat Dish
1905,2024-10,2024-10-12,2024-10-12 11:53:41.093,card,33.34,2.21,Roast Chicken,Meat Dish
1906,2024-10,2024-10-12,2024-10-12 13:18:47.055,card,36.41,4.84,Pork Chops,Meat Dish
1907,2024-10,2024-10-12,2024-10-12 20:10:53.912,card,38.7,7.36,Grilled Steak,Meat Dish
1908,2024-10,2024-10-13,2024-10-13 09:54:55.187,card,26.04,1.94,Beef Stir-Fry,Meat Dish
1909,2024-10,2024-10-13,2024-10-13 12:20:46.595,card,31.15,4.74,Roast Chicken,Meat Dish
1910,2024-10,2024-10-13,2024-10-13 13:32:29.520,card,28.68,2.01,Beef Stir-Fry,Meat Dish
1911,2024-10,2024-10-13,2024-10-13 13:33:29.385,card,21.74,0.64,Tuna Steak,Fish Dish
1912,2024-10,2024-10-13,2024-10-13 13:34:25.907,card,28.53,2.48,Beef Stir-Fry,Meat Dish
1913,2024-10,2024-10-13,2024-10-13 17:53:20.717,card,36.85,3.33,Grilled Steak,Meat Dish
1914,2024-10,2024-10-13,2024-10-13 17:54:22.430,card,37.63,3.78,Grilled Steak,Meat Dish
1915,2024-10,2024-10-13,2024-10-13 18:22:58.819,card,37.68,3.86,Pork Chops,Meat Dish
1916,2024-10,2024-10-13,2024-10-13 20:43:04.928,card,37.21,2.03,Pork Chops,Meat Dish
1917,2024-10,2024-10-14,2024-10-14 08:26:54.639,card,31.47,1.63,Roast Chicken,Meat Dish
1918,2024-10,2024-10-14,2024-10-14 09:49:54.551,card,36.89,3.41,Quinoa Salad,Vegetarian Dish
1919,2024-10,2024-10-14,2024-10-14 10:27:51.106,card,27.26,1.85,Beef Stir-Fry,Meat Dish
1920,2024-10,2024-10-14,2024-10-14 10:38:06.758,card,36.05,4.02,Grilled Steak,Meat Dish
1921,2024-10,2024-10-14,2024-10-14 10:39:13.716,card,36.84,4.64,Grilled Steak,Meat Dish
1922,2024-10,2024-10-14,2024-10-14 11:23:50.576,card,36.87,4.64,Pork Chops,Meat Dish
1923,2024-10,2024-10-14,2024-10-14 11:25:37.299,card,26.37,4.45,Grilled Salmon,Fish Dish
1924,2024-10,2024-10-14,2024-10-14 11:26:45.245,card,26.92,3.72,Grilled Salmon,Fish Dish
1925,2024-10,2024-10-14,2024-10-14 14:36:07.136,card,35.87,0.37,Grilled Steak,Meat Dish
1926,2024-10,2024-10-14,2024-10-14 14:49:51.462,card,38.55,3.14,Grilled Steak,Meat Dish
1927,2024-10,2024-10-14,2024-10-14 16:37:47.466,card,26.97,4.4,Grilled Salmon,Fish Dish
1928,2024-10,2024-10-14,2024-10-14 18:19:19.191,card,36.26,5.48,Grilled Steak,Meat Dish
1929,2024-10,2024-10-14,2024-10-14 18:20:20.584,card,36.19,3.4,Pork Chops,Meat Dish
1930,2024-10,2024-10-14,2024-10-14 22:08:53.730,card,36.34,4.83,Grilled Steak,Meat Dish
1931,2024-10,2024-10-14,2024-10-14 22:10:23.672,card,36.61,4.83,Grilled Steak,Meat Dish
1932,2024-10,2024-10-14,2024-10-14 22:21:53.865,card,37.82,5.94,Grilled Steak,Meat Dish
1933,2024-10,2024-10-15,2024-10-15 08:14:28.667,card,29.04,3.28,Beef Stir-Fry,Meat Dish
1934,2024-10,2024-10-15,2024-10-15 08:34:17.867,card,21.97,1.89,Tuna Steak,Fish Dish
1935,2024-10,2024-10-15,2024-10-15 11:13:21.963,card,36.18,5.04,Vegetable Lasagna,Vegetarian Dish
1936,2024-10,2024-10-15,2024-10-15 11:15:20.622,card,36.11,2.72,Grilled Steak,Meat Dish
1937,2024-10,2024-10-15,2024-10-15 11:16:27.469,card,37.54,6.52,Vegetable Lasagna,Vegetarian Dish
1938,2024-10,2024-10-15,2024-10-15 13:00:43.233,card,35.97,2.5,Grilled Steak,Meat Dish
1939,2024-10,2024-10-15,2024-10-15 13:15:44.836,card,32.28,2.67,Roast Chicken,Meat Dish
1940,2024-10,2024-10-15,2024-10-15 15:32:11.278,card,37.28,4.68,Grilled Steak,Meat Dish
1941,2024-10,2024-10-15,2024-10-15 15:54:16.513,card,26.72,1.22,Grilled Salmon,Fish Dish
1942,2024-10,2024-10-15,2024-10-15 15:55:19.039,card,22.91,0.43,Tuna Steak,Fish Dish
1943,2024-10,2024-10-15,2024-10-15 17:04:11.335,card,36.6,5.42,Vegetable Lasagna,Vegetarian Dish
1944,2024-10,2024-10-15,2024-10-15 19:22:21.379,card,26.36,1.58,Grilled Salmon,Fish Dish
